Q202042	euskaltzaindia
Q17323489	the_transept_of_the_mariakerk_in_utrecht_seen_from_the_northeast
Q30339370	ugo_bernalicis
Q34796963	jean_kaulek
Q5113588	timi_e_ti
Q27516740	q
Q17582926	belgian_f_fleet
Q1335576	jacques_d_armagnac_duke_of_nemours
Q27510672	q
Q31954218	q
Q27510676	q
Q782335	goclenius
Q27530165	q
Q17330906	lieutenant_general_frederik_knotzer_in_the_battle_of_houthalen_during_the_days_campaign
Q30973627	q
Q19355809	udo_k_hne
Q30937855	q
Q92709	luca_trevisan
Q543928	ngstr_m
Q27565239	q
Q1125473	positif
Q66364	frank_schwalba_hoth
Q27516745	q
Q27506929	q
Q3189515	julien_guadet
Q3591874	panama_state
Q16228369	t_j_mcconnell
Q19913316	the_dormition_of_the_virgin
Q5482910	francis_z
Q1708697	priska_hinz
Q4460028	yuri_tolubeyev
Q35715423	les_fouger_ts
Q4756956	andrew_firestone
Q5057917	cozma
Q37428031	q
Q3486676	taiping_heavenly_kingdom
Q4217221	pia_flight
Q31967809	q
Q2157288	robert_ghiz
Q4018020	walter_speggiorin
Q880859	horst_k_sler
14444	
Q26828311	fritz_wehrli
Q3553388	val_ackerman
Q27506921	q
Q19799667	haxell_s_hotel
Q34771	holmenkollen
Q33416905	q
Q21685466	tbm_s_avenger
Q29983851	q
Q21685462	laura_robson
Q3604357	achille_dari
Q210944	tiago_mendes
Q24699987	q
Q855721	b_ile_ol_ne_ti
Q7084	seevetal
Q502993	uhersk_hradi_t
Q28038875	siegfried_wollgast
1120-01-01T00:00:00Z	t_z
Q22114647	q
Q38283367	josef_wolany
Q3496605	standing_woman
Q17322386	mountainous_lanscape_with_farm
Q1238599	jean_baptiste_lefebvre_de_villebrune
Q55230	emeric_pressburger
Q12092630	q
Q27211794	beautiful_hallo_space_boy_painting
Q2657842	adolfo_aristarain
Q1238593	fran_oise_mallet_joris
Q28726724	toholampi_municipal_council
Q17324297	christ_and_the_woman_of_canaan
Q471237	juho_vennola
Q12900210	heikki_solin
Q26085584	john_francis_reuel_tolkien
Q974369	carlo_annovazzi
Q860076	superior_technical_school_of_architecture_of_madrid
Q16150522	steven_balbus
Q861580	rosso
Q20890703	years_works_of_art
Q15938415	q
Q154519	brigitte_nielsen
Q15938410	q
Q450471	helene_costello
Q2431809	rob_swire
Q31735682	q
Q5519001	gallery_stratford
Q16371670	artashes_hunanyan
Q1752895	marie_mosquini
Q22043905	paul_kaba_thieba
Q1163740	daniele_gatti
Q37175589	q
Q21077982	roberto_reverberi
Q32132323	q
Q12311391	finn_madsen
Q37268673	q
Q3456171	r_my_pautrat
Q30566952	q
Q346945	alessandro_altobelli
Q4755218	andrea_pansera
Q37169420	q
Q7323665	richard_aldrich
Q244347	gor_e
Q1288272	eva_irrgang
Q31805122	q
Q625045	arago
Q37005260	q
Q5816761	axel_hultman
Q12258540	q
Q4705691	alain_oudot_de_dainville
Q28321157	evert_gerrit_cornelis_de_groot_van_embden
Q37289564	q
Q260645	behati_prinsloo
Q16597678	rodolfo_blecich
Q27526367	q
Q14942835	maurice_p_raire
Q368833	riccardo_allegretti
Q5418301	evi_christofilopoulou
11.2011.1-4	
Q5053165	istria
Q381747	michele_pazienza
Q1602354	helge_braun
Q299993	rade_markovi
Q1602351	s_chsische_akademie_der_k_nste
Q1736308	katholieke_universiteit_leuven_campus_kortrijk
Q29385674	guitar
Q164425	jacques_hadamard
Q30873307	q
Q33053091	q
Q12007164	torvald_fisk
Q625293	saint_beno_t_du_sault
Q30065202	q
Q5989992	mag_n_bonet_y_bonfill
Q5582399	ossian_edmund_borg
Q28726720	tervola_municipal_council
Q33053099	q
Q24028379	mihai_gr_dinariu
Q23834766	q
Q309909	childeric_ii
Q8273156	m_rta_k_rolyi
Q865173	birger_nerman
Q22083367	q
Q4553570	th_air_division
Q1553527	guido_fanti
Q36710242	joseph_taylor
49318	
Q17340404	portrait_of_tobias_gutberleth_man_of_letters_in_leeuwarden
Q29641417	renaud_vignal
Q19990076	deadliest_aviation_incident_in_angola
Q27510895	q
Q948	tunisia
Q17323922	portrait_of_a_woman_with_four_children_depicted_as_caritas
Q234608	diane_arbus
Q6534569	leung_chu_yan
Q946	donald_tusk
Q234600	al_ain
Q945	togo
Q27943311	q
Q205033	chicago_bears
Q18202551	adrien_costa
Q1471258	gedeon_eugen_luk_cs
Q11599352	knights_of_the_order_of_the_holy_spirit
Q1617488	s_r_zin_du_rh_ne
Q16299	province_of_varese
Q2793813	herman_witte
Q23795273	derek_bell
Q24174788	costel_matei
Q30584367	q
Q284125	roman_bridge
Q1285105	mile_kiti
Q16297	william_shatner
Q16296	patrick_stewart
Q16425621	ciumeghiu
Q1215367	nancy_brinker
Q23023135	q
Q31207980	q
Q4427296	natalia_sokolova
Q16425628	cop_cel
Q2542986	winthrop
Q27535829	q
Q701423	tony_lvarez
Q31989447	q
Q262178	john_pepper
Q37421935	q
Q19617422	edwin_lee_nix
Q27546637	q
Q6941610	music_man_stingray
Q299339	evelin_ilves
Q868322	jean_michel_couve
Q39361787	geoffroy_dussault
JamesGleick	jamesgleick
Q1577365	hans_joachim_kn_lker
Q1094612	claassen_verlag
Q56530	wappo
Q17029093	hl_technology_group_limited
Q4467320	mikayel_teryan
Q762750	henry_percy_th_duke_of_northumberland
Flag%20of%20British%20Guiana%20%281906-1919%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_british_guiana_svg
Q20480001	ferenc_rh_dey
Q30064551	q
Q30064550	q
Q30064553	q
Q30064555	q
Q42606313	q
Q30064557	q
Q30064556	q
Q2404381	gregorio_p_rez
1830-01-01T00:00:00Z	t_z
O-1	o
Q13130564	patti_pavilion
Q383468	sokka_irti
O-5	o
Q2537588	ghergheasa
Q351732	sonny_chiba
Q5709446	erik_elliot
Q27506599	q
Q202703	nicolas_louis_de_lacaille
Q7215145	q
Q27564374	q
Q3261837	louis_ellies_dupin
Q19905120	the_translation_of_the_holy_house_of_loreto
Q17490042	diguinho_coruja
Q17321192	portrait_of_a_captain_surnamed_ripperda
Q37852241	q
Q3080662	jose_de_creeft
Q875644	sh_ta_sometani
Q1666743	international_livestock_research_institute
Q37852247	q
Q2033456	y
Q19949690	q
Q5933362	ehrenfried_von_der_lancken
Q233371	kim_tae_yeon
Q4334365	reiner_olzscha
Q647958	ironbridge_gorge
Q622321	hong_kong_football_association
kanbehakama	kanbehakama
Q466386	mary_travers
Q3461581	saidye_rosner_bronfman
Q170353	ren_of_anjou
Q22682168	klet_kaeo
Q21979878	mortain_bocage
Q124165	emil_seckel
Q16987342	william_richard_mead
Q21979872	le_grippon
Q21979877	sartilly_baie_bocage
Q697106	heidelberger_druckmaschinen
Q18655302	lucien_radoux
Q33251508	q
Q45796	silvana_gallardo
Q33251502	q
Q3436223	robert_salen
Q2386188	shiro
Q2525914	q
Q33143713	q
Q13583847	q
Q6530366	commemorative_stelae_of_nahr_el_kalb
Q109979	simone_peter
Q3616063	andrea_tentoni
Q83164	east_india_company
Q3497927	edvardas_gudavi_ius
Q83162	african_national_congress
Q109974	rotraut
Q3725906	enrico_mazzucchi
Q13031660	mikhas_stryhalio
Q4280820	robert_n_munsch
Q76858	theodor_bilharz
Q625744	oksan_seowon
Q41683223	ilaria_rinaldi
Q18104657	adriana_krn_ov
Q22085031	q
Q31810746	q
Q1145601	ernst_werner
Q454884	alexei_grigoryevich_orlov
Q1296217	louis_marcelin_de_fontanes
Q6777174	martino_borghese
Q534221	alice_hirson
Q453353	daisy_fuentes
Q17116411	q
Q447121	m_ria_szepes
Q309366	national_treasure
Q27516748	q
Q24121568	costel_iosub
Q12326850	mette_touborg
Q7561528	songs_of_david_byrne_and_brian_eno_tour
Q15441410	j_f_c_harrison
Q38139151	q
Q29464438	q
Q5112636	christopher_jarecki
Q30224152	q
Q824306	bernd_tewaag
Q9091698	q
Q15170	lok_ma_chau_station
Q5998066	malcolm_murray
Q16207779	betsy_hodges
Q388557	dexter_fletcher
Q27547666	q
Q3938826	roberto_galbiati
Q27554886	q
Q1502630	world_rugby_hall_of_fame
Q3938820	roberto_fronte
Q5503162	fresno_air_national_guard_base
Q30078713	q
Badge%20of%20the%20Governor%20of%20Victoria.svg	http_commons_wikimedia_org_wiki_special_filepath_badge_of_the_governor_of_victoria_svg
Q1089097	chuck_blazer
Q2385003	saint_malo_cathedral
Q2588690	wolf_herre
Q70689	valbroye
Q23956364	q
Q67841	gregory_of_tours
Q2696282	ljubomir_mihajlovi
Q324589	c_a_lan_s
Q7166856	pera_pedi
Q8682	real_madrid_fc
Q4723275	alfred_pearce_gould
Q8686	shanghai
Q18533483	q
Q8684	seoul
Q2045811	dragan_ad_i
Q100487	theodor_schreiber
Q5766898	carl_fredrik_graf
Q5337468	edgar_speyer
Q1340903	jochen_partsch
Q24412461	aurel_dan_ille
Q13053133	q
Q26242321	l_szl_sz_nt
Q23956365	q
Q5444891	fernando_quevedo
Q2846822	andrey_krayevsky
Q25998135	bogdan_barbu
Q5478798	frances_lear
Q24089498	constantin_f_nariu
Q309941	ice_t
Q38146542	q
Q531054	christine_antorini
Q27539639	q
Q29964894	q
Q309948	ruhr_university_bochum
Q31882003	q
Q22666335	osvalds_kravalis
Q675595	alexander_ivanovich_ostermann_tolstoy
Q1616123	nederlands_scheepvaartmuseum
Q1899314	driebergen
Q30075461	q
Q24567398	q
Q2654789	r_j_q_adams
Q27525461	q
Q24567395	q
Q31476211	q
Q17321095	portrait_of_daniel_de_hertaing_lord_of_marquette
Q20734869	jan_heij
Q22093642	marquis_of_elbeuf
Q372324	dawson_city
Q3479602	sergey_narovchatov
Q5491926	tapio_tarjanne
Q3575460	zia_mohyeddin
24093	
Q1581884	hans_r_griem
24099	
Q301282	xi_zhongxun
Q3618200	annunciation_to_saint_anne
Q28026552	q
Q313668	neil_peart
Q13569862	imatran_voima
Q1415376	francesco_rier
Q31702534	q
Q37335270	q
Q72194	henry_hallett_dale
Q282712	charles_i_of_lorraine_duke_of_elbeuf
Q27968571	mohamed_sini
Q20164897	uwe_rumberg
Q26702289	ioan_urean
Q5118409	cezieni
Q561227	paolo_negro
Q16508921	l_on_dorez
Q5154604	communityone_bank
Q37429051	q
Q30886007	q
Q12091745	q
Q37819656	q
Q23910928	costel_mateiu
Q559743	richard_franklin
Q231371	zvi_hecker
Q3100661	genevi_ve_laroque
Q17324578	reyer_reyersz_van_der_burch_ammunition_officer_attached_to_the_arsenal_of_the_states_general_delft_with_his_wife_geertruid_graswinckel_and_their_children
Q18535894	melville_richards
Q18981401	coba_ritsemastraat
Q340195	african_development_bank
Q15622539	l_on_aucoc
Q33305340	q
Q29385137	folio_from_a_qur_an_manuscript
Q1268229	du_an_uhrin_jr
Q18692550	q
Q17327008	seliktar_agassi_equerry_to_the_sultan_supreme_weapon_bearer
Q30561220	q
Q7297132	ray_allen_billington
Q17334323	a_young_woman_with_a_book
Q17334322	a_young_woman
Q17334321	saint_dominic
Q17334327	woman_with_text_panel
Q17334326	woman_with_shield
Q17334325	woman_with_water_jug
Q33253379	q
Q17334329	adoration_of_the_christ_child
Q1387625	hirschburg
Q1417592	q
Q602117	q
Q1026921	lee_wing_tat
Q84201	archduke_charles_duke_of_teschen
Q833670	ku_leuven
Q1026925	california_state_university_fullerton
Q20604305	q
Q872181	scouts
Q5807371	fred_hjelm
Q2943678	chase_tower
Q366571	kubilay_t_rkyilmaz
Q187697	fran_ois_duvalier
Q12094580	g_l_u_a
Q21822472	ea_b_skywarrior
Q1003316	gi_ville
Q12726420	darius_bogdan_v_lcov
Q28047941	william_pitt_st_earl_of_chatham
Q10407352	mathieu_moreau
Q30947540	q
Q21822475	ta_b_skywarrior
Q33242226	q
Q1112872	laroque_des_arcs
Q27539634	q
Q31844225	q
Q19830748	q
Q20859807	emma_wust
Q31208404	q
Q316015	insel_verlag
Flag%20of%20New%20Zealand.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_new_zealand_svg
Q32998840	q
Q1559234	g_hre
Q1322412	saitama_university
Q8049616	yar_language
Q12724868	ib_ne_ti
Q12724869	i_c_br_tianu
Q20005847	deadliest_aviation_incident_in_argentina
Q38048005	q
Q12724861	h_rtie_ti
Q12724862	h_rtop
Q12724863	h_lmagiu
Q835631	jay_frog
Q12724865	h_n_e_ti
Q12724866	iana
Q12724867	iancu_jianu
Q18342318	joan_branham
Q1682612	jane_mansbridge
Q33522104	q
Q17330646	michiel_adriaensz_de_ruyter_vice_admiral
Q12319251	jens_christian_gjesing
Presidential%20Standard%20of%20Hungary.svg	http_commons_wikimedia_org_wiki_special_filepath_presidential_standard_of_hungary_svg
Q9320470	angelina_lo
Q13107541	the_singel_bridge_at_the_paleisstraat_in_amsterdam
Q27533053	q
Q28043622	king_charles_i
Q27572246	q
Q28043627	frederick_v_king_of_bohemia_and_elector_palatine
Q28043625	king_charles_i
Q16631530	edward_beltr_n
Q1892818	marc_steckar
Q560174	marco_sau
Q23901792	q
Q3665519	cesare_reina
Q12049625	q
Q16986282	matti_manninen
Q1461378	friedrich_ortloff
Q280364	titu
Q13745316	koos_prinsloo
Q228611	melina_mercouri
Q1019992	stockholm_stock_exchange
Q16868998	ayioi_omoloyites_nicosia
Q2291472	s_b_reni
Q29967938	q
Q33304432	q
Q1446197	alexander_hollerbach
Q380032	conteville
Q633390	rieutort_de_randon
Q6758345	marcus_n_ze
Q4540126	cantacuzino_palace
Q27518108	q
Q30882839	q
Q17335053	portrait_of_mattheus_augustijnsz_steyn_councilor_in_the_college_of_the_admiralty_of_the_northern_quarter_in_dokkum
254.2008.a-e	a_e
Q30067356	q
Q17335057	portrait_of_dirckje_tymansdr_gael_called_van_der_graft_wife_of_mattheus_augustijnsz_steyn
Q22815070	fregattenkapit_n
Q17339920	the_tablets_of_the_law_of_the_ten_commandments_in_calligraphy_shown_by_moses
Q102225	harry_potter_and_the_goblet_of_fire
Q102224	annemarie_carpendale
Q1002048	saint_fr_zal_de_ventalon
Q186569	yambol
Q22909730	webpack
Q516597	christel_ferrier_bruneau
Q420185	gy_rgy_andr_ssy
Q17324456	portrait_of_johan_maurits_count_of_nassau_siegen_and_governor_of_brazil
Q122720	josef_van_ess
Q186561	alfred_kinsey
Q122723	saka_prefecture
Q2848687	andr_tarallo
Q122725	dieter_wellershoff
Q835090	albert_canal
Q273493	sup_lec
Q462502	dolores_gray
Q1054279	christian_democratic_centre
Q27560029	q
Q15813032	volksf_rsorgehaus
Q27539633	q
Q23749928	niculae_emil_enescu
Q26272218	daniel_gheorghe_sorin_pupez
Q15929628	hna_infrastructure
Q72819	harry_meyen
1656.2009.a-c	a_c
Q6684230	q
Q5280675	directors_guild_of_america_award_for_outstanding_directing_feature_film
Q12058341	q
Q15081284	danby_wiske_railway_station
Q38140129	q
Q17323652	cornelis_fransz_eversdijck_mathematician_and_treasurer_of_zeeland
Q33521486	q
Q17323650	view_of_the_castle_of_egmond_aan_den_hoef
Q522624	andr_rouvoet
Q17323655	maria_eversdijck_b_wife_of_nicolaes_blancardus
Q22350884	carmine_zozzora
Q23334	abkhazia
Q17323659	the_glorification_of_saint_dominic
Q33421707	q
Q21535906	barbara_ramsden
Q3659701	carlo_pascucci
Q272542	lady_charlotte_guest
Q272543	zulfiya_zabirova
Q7942980	marian_danysz
Q15794190	christian_friedrich_deutsch
Q3443076	rouben_melik
Q24089284	mihai_mitrofan
Q24089281	emilian_agafi_ei
Q4304351	q
Q459596	dani_le_sallenave
Q107767	anton_ludwig_ernst_horn
Norrlands%20helikopterskvadron%20vapen.svg	http_commons_wikimedia_org_wiki_special_filepath_norrlands_helikopterskvadron_vapen_svg
Q194141	draguignan
Q16911065	q
4.0.10.11	
Q30901359	q
Q30046135	q
Q16832432	friedrich_peyer_im_hof
Q769200	charles_barton
Q2182103	mouzaki
Q10290171	q
Q2782766	la_fran_aise_des_jeux
Q30076707	q
Q3675701	christian_scalzo
Q823679	bernd_kaiser
Q30076703	q
Q881372	blancanus
Q30076701	q
Q481874	amy_jacques_garvey
Q2978523	claudio_beauvue
Q138578	hoboken
Q4122941	fc_volgograd
Q11870897	kempele_municipal_council
Q881378	blanchard
Q37282051	q
Q188045	julian
Q17338358	q
Q5058879	mereni
Q4015257	vittorino_mantovani
Q38035577	q
Q3719732	eduard_bauer
Q129817	russell_crowe
Q129816	manolo_gabbiadini
Q18786386	wiggins
Q28001521	q
Q29383403	coat
Q3215406	site_arch_ologique_du_lac_de_chalain
Q318833	union_of_poles_in_germany
Q16185367	don_guardian
Q37441508	q
Q30915470	q
Q24263625	ann_sofie_hermansson
Q1942903	mohr_siebeck_verlag
22022	
Q59478	george_gamow
Q115541	dakota_fanning
Q6135803	james_healey
Q27525419	q
Q24589678	q
Q30322513	communaut_de_communes_terre_d_eau
Q2128731	riku_riski
Q191003	carloman_i
Q27566390	q
Q191004	carl_rogers
Q2574471	friedrich_wilhelm_pfotenhauer
Q28720341	jokioinen_municipal_council
Q356129	john_stamos
Q28605708	q
Q7047602	noida_sector_metro_station
Q71542	friedrich_ruge
Q15968911	jean_pierre_catherine_eulalie_bourjade
Q1460231	giuseppe_bonizzoni
Q7047605	noida_sector_metro_station
Q11639512	q
Q30162358	q
Q1366358	dutch_top
Q3119298	gugu_mbatha_raw
Q1104670	chalonnes_sous_le_lude
Q27540352	q
Q14924803	beatrix_von_storch
Q37821317	q
Q305387	kathryn_janeway
Q17322527	christ_and_the_centurion
Q13216612	nadine_vanwelkenhuyzen
Q3167504	jean_marc_valadier
Q37469061	q
52049	
Q937610	edward_abbey
Q271894	french_equatorial_africa
Q23728262	neculai_stoica
Q27517223	q
Q9197213	q
Q3940690	romano_micelli
Q1337607	emily_mclaughlin
Q1337605	john_anton_blatnik
Q1337604	yangel
Q1337603	matteo_anesi
Q30619018	q
Q28524966	q
Q2740625	annelien_kappeyne_van_de_coppello
Q15126080	rheinallee
Q30045449	q
Q36861558	q
Q42310559	anne_marie_turcan_verkerk
Q1438436	q
Q10572606	l_ngholmsbadet
Q4739095	amadou_samb
Q2470477	lipova
Q27514822	q
Q27277	louis_mustillo
Q737468	kalamaria
Q892625	cassini
Q25977747	louis_audemard
Q2760038	dragodana
Q737463	dmitry_rogozin
Q820324	bergsunds_mekaniska_verkstad
Q27514824	q
Q33234959	q
Q1386500	terry_reintke
Q24347497	traian_gligor
Q472675	frederick
Q17331369	portrait_of_a_woman
Q10572609	l_ngholmsparken
Coa%20Hungary%20Country%20History%20Imre%20%281196-1204%29.svg	http_commons_wikimedia_org_wiki_special_filepath_coa_hungary_country_history_imre_svg
Q24346722	aron_zaharie
Q3370229	paul_alfred_isautier
1867-01-01T00:00:00Z	t_z
Q1100008	clemens_k_rner
Q26137443	paul_mandea
Q2418592	arriana
Q17399584	thomas_strakosha
Q38048824	q
Q9007519	santa_mar_a_de_cardet
Q32274633	q
Q18584261	hans_jecker
Q25971745	ion_mihai
Q20741717	merzbank
Q313927	pablo_daniel_osvaldo
Q1282349	ed_gardner
Q2965505	christian_nucci
Q28044752	queen_anne
Q18159074	bill_walker
Q442233	richard_h_truly
Q442231	marie_stopes
Q16858111	john_colley_nixon
Q33407872	q
Q24173870	elena_curcudel
Q23671003	guillaume_comoy
Q154232	alexander_suvorov
Q1337293	emiliano_bonazzoli
Q1756098	manuel_fischnaller
05020	
Q1008745	aubevoye
Q37022206	q
Q1318037	giovanni_bartolucci
slb	slb
Q908510	stephen_j_benkovic
Q30725789	q
Q474200	shipbuilding
Q25871784	day_co
Q3280003	q
Q474205	iguaz_national_park
Q30104531	q
Q155188	rohtas_fort
Q37023154	q
Q1328787	veit_rosenberger
Q5608195	john_chrispinsson
Q1336950	emil_s_ndoi
Q1444105	frank_scherer
Q9146488	jiaonai
Q33306972	q
Q11066390	q
Q7610835	stephen_weston
Q2349689	stillman_drake
Q1072680	misato_nonaka
Q6270692	jon_farriss
Q359665	david_walliams
Q27526234	q
Q1072687	ayaka_kikuchi
Q497248	hemsedal
Q37990214	q
Q30901930	q
Q2488135	bengt_sigurd
Q965117	ren_boylesve
Q5660864	harold_grieve
Q33547233	q
Q2348374	budeasa
Q33617696	q
Q33323000	q
Q932932	ljubinko_drulovi
Q8462501	socialist_convergence_of_catalonia
Q27513033	q
Q61246	prince_francis_joseph_of_battenberg
Q4977945	bruce_mann
Q18608166	q
Q471780	kuj_yoritsune
Q6679302	lord_granville_somerset
Q1652002	josef_bestler
Q12060388	q
Flag%20of%20Egypt%20%281882-1922%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_egypt_svg
Q57767	wells_fargo_plaza
Q355463	timo_soini
Q30573741	q
Q37175873	q
Q1653578	dobroe_ti
Q30091455	q
Q5977	buddy_holly
Q211567	grigori_zenger
Q188939	emilio_aguinaldo
Q3167594	jean_marie_cambac_r_s
Q28943615	chi_ho_development
Q1101754	amos_mariani
Q30537119	q
Q5362021	theo_zurenuoc
Q2920198	mayana_zatz
Q17330343	view_of_the_gulf_of_naples
Q5978	hildesheim
Q21294457	valdalli_re
Q30237692	q
Q21294454	tuff_val_de_la_ch_ronne
71197	
Q4515380	q
Q190455	central_tsernozemsky_nature_reserve
Q3839804	luigi_magnano
Q21294458	vicq_sur_mer
Q4226930	q
Q106126	simone_signoret
Q28465961	mew_island_lighthouse
Q1024153	dino_ballacci
Q3291381	mariano_marchetti
Q945713	leonard_sachs
Q655572	le_grand_quevilly
Q536628	tom_williams
Q2585274	henrich_smet
Q3305244	melody_patterson
Q15428342	josef_strobl
Q508447	bess_of_hardwick
Q13534119	jane_miller_thengberg
Q1726363	canton_of_montrevel_en_bresse
Q33000392	q
Q289503	ji_ina_pt_n_kov
Q7855880	turner_air_force_base
Q4755111	andrea_grieco
Q21534322	jan_beenakker
Q11573698	ryukyuan_tsuho
Q960067	emmanuel_chukwudi_eze
Q9027006	maite_arqu_i_ferrer
barclayscyclehire	http_www_tfl_gov_uk_barclayscyclehire
Q28049013	sir_john_bowring
Q208422	taye_taiwo
Q37335075	q
Q21595899	james_newton
Q27516469	q
Q45651	alexios_mosele
Q17323371	a_musical_company
Q4989788	catharina_stenqvist
Q24037681	fran_ois_fouquat
Q20666221	morne_van_niekerk
Q23719228	marius_viorel_chiru
Q28049229	the_bront_sisters_anne_bront_emily_bront_charlotte_bront
Q67169	hanns_heinz_ewers
Q18640366	gertrude_maud_robinson
Q17341827	italian_landscape_with_mule_driver
Q30995	executive_secretary
Q3048711	edward_tudor_pole
Q27544316	q
Q317336	damville
Q28049225	henry_bathurst_rd_earl_bathurst
Q3607631	aladino_valoti
Q28049227	john_campbell_nd_marquess_of_breadalbane
Q7232487	portsmouth_public_library
Q191824	redwood_national_and_state_parks
Q191827	taoiseach
Q138908	bolshoi_theatre
Q24569093	q
Q24569092	q
Q24569091	q
Q24569090	q
Q33546882	q
Q26267577	sofia_polcanova
Q27573577	q
Q17324619	christ_taking_leave_of_his_mother
Q24569099	q
Q24569098	q
Q24940092	blandouet_saint_jean
Q27511048	q
Q27510057	q
Q7965095	walter_hass
Q4980983	maria_str_mme
Q20010666	dumitru_voicu
Q27566616	q
Q2011346	obertsrot
Q95541	samuel_von_fischer
Q2829853	alain_gest
Q22121021	peter_f_ssenich
Q38274395	wilhelm_mei
Q1130573	fox_chapel
Q20680323	martin_laas
Q4419812	q
Q1801570	paran
Q267676	audra_mcdonald
Q1466230	massimo_brambilla
Q14545369	adenauerallee
Q7520320	simone_guerri
Q34754	somaliland
Q295830	paul_claudel
Q7322898	riccardo_capogna
Q24258438	q
Q24258439	q
Q2033299	michiel_de_zeeuw
Q18677983	grand_est
Q24258436	q
212,2013	
Q7322897	riccardo_campogiani
Q7322894	riccardo_bocalon
Q3026906	didier_astruc
Q314440	paulo_sousa
Q18087815	rideau_canal
Q27651355	q
Q3759857	gennaro_troianiello
Q27212058	eione_shore_goddess
Q27505741	q
Q38095670	q
Q19845596	eva_hoeke
203	
Q30092130	q
Q1284955	canton_of_lille_sud_ouest
Q707590	pavel_dost_l
Q2977173	claude_charles
Q3972503	stefano_fontana
Q2320046	lindo_duvall
Q93359	o_canada
Q214370	binic
Q809025	barry_cunningham
204	
Q317591	agnes_of_aquitaine_queen_of_le_n_and_castile
Q544884	martragny
Q33090114	q
Q22829094	q
Q317599	andrea_stramaccioni
Q663140	ig_farben_building
Q41142506	steven_d_galbraith
Q1629038	horst_dieter_blume
Q320036	richard_widmark
Q5544237	albin_ahlstrand
Q4968671	gertrud_m_nsson
Q878956	ernest_gruening
Q75784	ferdinand_lassall
208	
Q5196648	universidad_laboral_de_gij_n
Q75789	cosima_wagner
Q108259	bert_r_rup
Q12410432	akiva_aryeh_weiss
Q432679	idoli
Q11234474	natchin
Q15299825	margaret_altmann
Coat%20of%20arms%20of%20Hungary%20%281945%29.svg	http_commons_wikimedia_org_wiki_special_filepath_coat_of_arms_of_hungary_svg
Q20066712	david_sakvarelidze
Q685	solomon_islands
Q74438	franz_josef_r_der
Q717311	szil_rd_bogd_nffy
Q3848574	mario_fiamberti
Q893656	boris_safonov
Q3848576	mario_finazzi
Q267097	mandy_patinkin
Q28098445	q
Q25352284	national_legislative_assembly_of_thailand
Q726018	boney_james
Q28044530	izaak_walton
Q2246855	paolo_cirino_pomicino
Q1456173	friderico_francisceum
Q1358716	ernst_hoffmann
Q1466154	fritz_ernst
Q1358714	ernst_hirsch_ballin
Q1265998	st_michael_s_cathedral
Q27536254	q
Q27536255	q
12040	
Q3902905	pier_luigi_masoni
Q32179701	q
Q7029813	nicolas_seguin
Q3310467	michel_nicolas
Q18107171	wang_liping
Q21294339	dhuys_et_morin_en_brie
Q27534535	q
Q29512349	christiane_tricoit
Q2363513	talorgan_i
Q16427139	p_r_coveni
Q687	moli_re
Q16427130	morunglav
Q1000193	hans_els_sser
Q1000195	dietmar_thieser
Q111240	jim_lovell
Q283904	karen_dotrice
Q212962	ainhoa
Q31810867	q
Q430943	john_alexander_fuller_maitland
Q298376	gaius_julius_hyginus
Q21129536	judith_chafee
Q3262631	louis_marie_levesque_de_laferri_re
Q27512932	q
Q8015210	william_mason
Q1812927	city_hall_in_amsterdam
Q27575162	q
Q1427551	pentangle
Q5735299	viktor_folin
Q11695673	portrait_of_a_girl_dressed_in_blue
Q27511068	q
Q1108367	wareru
Q1044387	amalio_balzarini
Q37806374	q
Q26258253	eddie_dekel
Q30576623	q
Q5671027	harry_meacher
Q21558865	alfredo_guti_rrez_ortiz_mena
Q27511061	q
Q433514	joanne_linville
Q5983576	luis_gonzaga_urbina
Q22338616	q
Q3751766	frank_booth
Q612662	sabadell_history_museum
Q18935132	myrtilla_avery
Q27565339	q
Q3750	gera
Q612665	vrije_universiteit_brussel
Q3752	maykop
Q27565335	q
Q1568006	inga
Q11088286	dx_com_holdings_limited
Q65779	kyburg
Q27514766	q
Q27565332	q
Q1137652	maastricht_university
Q3341844	nik_laos_chount_s
229	
228	
Q160910	army_general
Q158060	w_e_b_du_bois
224	
Q27533918	q
221	
220	
litwinbooks	litwinbooks
Q5054175	tortoman
Q30245731	q
Q30245736	q
Q42512014	fran_ois_werner
Q30245734	q
Q1788900	kriemhild_jahn
Q30245739	q
Q1397556	manfred_feist
Q3830179	lenin
3.5	
Q2335592	angelos_anastasiadis
Q27560675	q
Q156349	sarvepalli_radhakrishnan
Flag%20of%20the%20Bahamas%20%281953-1964%29.svg	http_commons_wikimedia_org_wiki_special_filepath_flag_of_the_bahamas_svg
Q27949235	raising_of_lazarus
Q33267580	jean_pierre_teyssier
Q1549250	lucius_quintus_cincinnatus_lamar_ii
Q1457643	friedmar_k_hnert
Q38044614	q
Q1466461	fritz_gschnitzer
Q211976	john_petrucci
Q437917	robert_devereux_nd_earl_of_essex
Q16096423	q
Q437912	scottie_thompson
Q1492289	galle
Q27888505	deborah_j_jackson
Q75711	paul_clemen
Q843251	great_western_railway
